stop_id,stop_name,stop_lat,stop_lon,mode,STATE CODE
3040,Opposite 237-241 Wellington St ,-41.44838318,147.1397817,train,TA
14103:1,Opposite Pool  Main St,-41.682596,147.080987,train,TA
3150,57-59 Brisbane St ,-41.43610654,147.140817,train,TA
2983,181 Wellington St ,-41.44520745,147.1391163,train,TA
2865,** Deleted Jun 2014 ,-41.38954868,147.1266055,train,TA
3004,Alma St near Chestnut Rd ,-41.48504846,147.171435,train,TA
2948,Reservoir Rd near Lilydale Rd ,-41.37560772,147.1330057,train,TA
2829,Stop 2  William St,-41.43207497,147.1397877,train,TA
3332,36 Fairthorne Rd ,-41.43940188,147.1148119,train,TA
3609,opp.No.42 Connaught Cr ,-41.45120367,147.1341479,train,TA
3265,112 Cimitiere St ,-41.43226585,147.1416164,train,TA
14054:1,Kings Meadows High School ,-41.472827,147.159428,train,TA
3071,No.12 Lorne St ,-41.47886605,147.1727363,train,TA
2917,71A Holbrook St ,-41.42669578,147.1344011,train,TA
3474,126 Cambridge St ,-41.45966994,147.128986,train,TA
3039,Stop 6  No.232 Wellington St,-41.452005,147.142738,train,TA
4523,No.25 Sandown Rd (School Stop) ,-41.4465867,147.1774055,train,TA
3326,19 Trevallyn Rd ,-41.43755512,147.1248461,train,TA
4381,No.63 Charles St ,-41.44805203,147.1430607,train,TA
3515,Riverside Way near West Tamar Rd ,-41.417024,147.104294,train,TA
2982,89 Wellington St ,-41.4414333,147.1378276,train,TA
3321,22 Bald Hill Rd ,-41.4348303,147.1148977,train,TA
2974,28 Bronzewing Ave ,-41.38342845,147.1158611,train,TA
3968,Stop 16  No.299 West Tamar Rd,-41.41432484,147.1011573,train,TA
14250:1,Launceston Christian College ,-41.4019257,147.0895855,train,TA
2989,Stop 9  No.421 Wellington St,-41.45849224,147.1493989,train,TA
3289,84 Pomona Rd ,-41.42509565,147.1016401,train,TA
3061,opp. No.12 Jillian St ,-41.46932704,147.151804,train,TA
3700,70 Blackstone Rd ,-41.46384282,147.077174,train,TA
3670,15 Main St ,-41.50369614,147.0683182,train,TA
3981,No.10 New Ecclestone Rd ,-41.40877968,147.0870522,train,TA
3959,Stop 6  No.21 West Tamar Hwy,-41.43599678,147.1250193,train,TA
3205,14 St Leonards Rd ,-41.43686622,147.1764074,train,TA
14018:1,2 Drummond Cr ,-41.576771,147.166528,train,TA
3091,No.26 Glen Dhu St ,-41.45264449,147.1394031,train,TA
14121:1,Scone St ,-41.575039,147.173291,train,TA
3254,86 Wildor Cres ,-41.41952049,147.1658726,train,TA
3018,22 Poplar Pde ,-41.489938,147.170777,train,TA
3579,Stop 5  No.259 Charles St,-41.44444388,147.1420082,train,TA
3335,Opposite 3 Delungra Rd ,-41.4377178,147.1188698,train,TA
2831,Stop 3 Invermay Rd,-41.42822349,147.1379205,train,TA
3654,Opposite 100 Westbury Rd ,-41.46442541,147.1459145,train,TA
2945,No.18 Franmaree Rd ,-41.38559642,147.1214803,train,TA
3222,Opposite 30 Lambert St ,-41.41944304,147.173575,train,TA
3595,292 Westbury Rd ,-41.47480998,147.1277348,train,TA
3159,No.6 Station Rd ,-41.458959,147.199951,train,TA
3250,36 Ravenswood Rd ,-41.42318682,147.1725373,train,TA
3043,Princes Square ,-41.43993282,147.140129,train,TA
3675,38 Bartley St ,-41.51098572,147.0651452,train,TA
3463,7 Lavender Gr ,-41.46471192,147.122178,train,TA
3979,No.135 Cormiston Rd ,-41.4065164,147.0851177,train,TA
3630,155 Poplar Pde ,-41.48186106,147.1795509,train,TA
3173,267 St Leonards Rd ,-41.45398361,147.1973543,train,TA
3048,School Stop 5  No.25 Maitland St,-41.44994367,147.138244,train,TA
3697,34 Longvista Rd ,-41.45530388,147.0732079,train,TA
3665,Country Club Ave near Casino Rise ,-41.48173794,147.1114242,train,TA
3020,416 Hobart Rd ,-41.48984833,147.1679755,train,TA
3982,opp.No.9 Ecclestone Rd ,-41.40759727,147.0917215,train,TA
3202,82 Tasman Hwy ,-41.43535206,147.1846402,train,TA
3648,Princes Square ,-41.44008272,147.1397787,train,TA
3612,No.376 Westbury Rd ,-41.482518,147.1259185,train,TA
3717,5 Willow Ln ,-41.47152404,147.120682,train,TA
3260,122 Vermont Rd ,-41.40805858,147.1460887,train,TA
2919,Holbrook St / Landale St Out ,-41.42292656,147.1332021,train,TA
4397,Summerdale Primary School - Stanley St ,-41.46729896,147.1299232,train,TA
3497,No.38 Connaught Cr ,-41.45137798,147.1346749,train,TA
3054,opp.No.13 Heather St ,-41.45680996,147.1406612,train,TA
3323,Stop 4  Margaret St,-41.44025754,147.1320858,train,TA
14030:1,Hobart Rd Breadalbane ,-41.528177,147.187589,train,TA
3191,Waverley ,-41.43429936,147.1857695,train,TA
