stop_id,stop_name,stop_lat,stop_long,mode,state code
,Hurstville Forest Rd Ramp,-33.96651714,151.1019021,train,NSW
,Hurstville Forest Rd Escalators,-33.96651714,151.1019021,train,NSW
,Ingleburn Ingleburn Rd Stairs,-33.99743831,150.8648758,train,NSW
,Ingleburn Ingleburn Rd Ramp,-33.99760206,150.8646186,train,NSW
,Ingleburn Ingleburn Rd Stairs,-33.9978895,150.8643778,train,NSW
,Ingleburn Stanley Rd Ramp,-33.99742169,150.8643133,train,NSW
,Ingleburn Stanley Rd Stairs,-33.99757653,150.8640104,train,NSW
,International Departure Plza Escalators,-33.93518102,151.166541,train,NSW
,International Departure Plza Lift,-33.93520792,151.1664707,train,NSW
,International Departure Plza Lift,-33.93519882,151.1664469,train,NSW
,Jannali Railway Cres Ramp,-34.01609101,151.0648408,train,NSW
,Jannali Railway Cres Path,-34.0158836,151.0647566,train,NSW
,Jannali Mitchell Ave Ramp,-34.01599453,151.0643704,train,NSW
,John Street Square LR Harris St Ramp,-33.86726224,151.1924304,train,NSW
,John Street Square LR Harvey St Stairs,-33.86716237,151.192075,train,NSW
,Jubilee Park LR Chapman Rd Stairs,-33.87532035,151.1786149,train,NSW
,Jubilee Park LR Chapman Rd Ramp,-33.87533885,151.1785977,train,NSW
,Jubilee Park LR Chapman Rd Ramp,-33.87556013,151.1783683,train,NSW
,Katoomba Goldsmith Pl Ramp,-33.71194806,150.3121686,train,NSW
,Katoomba Bathurst Rd Ramp,-33.71227605,150.3121389,train,NSW
,Katoomba Bathurst Rd Lift,-33.7122822,150.3119825,train,NSW
,Katoomba Bathurst Rd Stairs,-33.71225211,150.3117845,train,NSW
,Kembla Grange West Dapto  Ramp,-34.47012644,150.8177961,train,NSW
,Kiama Railway Pde Path,-34.67259919,150.8543663,train,NSW
,Killara Werona Ave Stairs,-33.76569485,151.1620999,train,NSW
,Killara Culworth Ave Stairs,-33.76585281,151.1617973,train,NSW
,Kings Cross Victoria St Stairs,-33.87403189,151.2225037,train,NSW
,Kings Cross Victoria St Lift,-33.87426901,151.2222047,train,NSW
,Kings Cross Victoria St Stairs,-33.87423751,151.2221958,train,NSW
,Kingsgrove Kingsgrove Rd Stairs,-33.94037591,151.1010846,train,NSW
,Kingsgrove Kingsgrove Rd Lift,-33.94048039,151.100874,train,NSW
,Kingsgrove Kingsgrove Rd Stairs,-33.94045759,151.1008569,train,NSW
,Kingswood Richmond Rd Ramp,-33.75823391,150.7202398,train,NSW
,Kingswood Great Western  Hwy Lift,-33.75842616,150.720233,train,NSW
,Kingswood Richmond Rd Stairs,-33.75823344,150.7201166,train,NSW
,Kingswood Great Western  Hwy Stairs,-33.75836745,150.720071,train,NSW
,Kirrawee Oak Rd Path,-34.03491126,151.0710203,train,NSW
,Kogarah Regent St Stairs,-33.96279661,151.1326915,train,NSW
,Kogarah Regent St Lift,-33.9627467,151.1326877,train,NSW
,Kogarah Station St Stairs,-33.96260526,151.1322014,train,NSW
,Kogarah Station St Lift,-33.96264352,151.1321917,train,NSW
,Kogarah Station St Stairs,-33.96268807,151.1321451,train,NSW
,Kogarah Station St Ramp,-33.96279569,151.1321022,train,NSW
,Koolewong Glenrock Pde Stairs,-33.46613312,151.3184763,train,NSW
,Koolewong Glenrock Pde Stairs,-33.46614412,151.3183699,train,NSW
,Kotara Park Ave Stairs,-32.94176982,151.6980592,train,NSW
,Kotara Kotara Pl Ramp,-32.94136917,151.6974634,train,NSW
,Lakemba The Boulevarde  Lift,-33.92010158,151.0763703,train,NSW
,Lakemba Railway Pde Lift,-33.91988075,151.0762517,train,NSW
,Lakemba Railway Pde Stairs,-33.919759,151.0761338,train,NSW
,Lapstone Explorers Rd Ramp,-33.77327862,150.6426352,train,NSW
,Lapstone Explorers Rd Stairs,-33.77355931,150.6426108,train,NSW
,Lawson Honour Ave Ramp,-33.71950783,150.4304172,train,NSW
,Lawson Great Western Hwy Ramp,-33.71914265,150.4300609,train,NSW
,Lawson Lotus St Ramp,-33.7189722,150.4296065,train,NSW
,Lawson Great Western Hwy Ramp,-33.71943599,150.4294992,train,NSW
,Leichhardt North LR James St Lift,-33.87498002,151.1550356,train,NSW
,Leichhardt North LR James St Stairs,-33.87499429,151.1550175,train,NSW
,Leichhardt North LR City West Link Rd Path,-33.874998,151.1535804,train,NSW
,Leightonfield Monier Sq Ramp,-33.88189412,150.9851028,train,NSW
,Leightonfield Christina Rd Ramp,-33.88126383,150.984962,train,NSW
,Leppingon Rickard Rd Stairs,-33.95443956,150.8082668,train,NSW
,Leppingon Rickard Rd Lift,-33.95451545,150.8082463,train,NSW
,Leumeah O'Sullivan Rd Lift,-34.05067487,150.8308056,train,NSW
,Leumeah Plough Inn Rd Path,-34.05031272,150.8307679,train,NSW
,Leumeah Old Leumeah Rd Ramp,-34.05080184,150.8307251,train,NSW
,Leumeah Old Leumeah Rd Stairs,-34.05081332,150.8307025,train,NSW
,Leumeah O'Sullivan Rd Stairs,-34.05089506,150.830574,train,NSW
,Leumeah Plough Inn Rd Lift,-34.0504822,150.8305609,train,NSW
,Leumeah O'Sullivan Rd Ramp,-34.05102916,150.8304338,train,NSW
,Leura Railway Pde Stairs,-33.71212061,150.3311289,train,NSW
,Lewisham Thomas  St Stairs,-33.8931095,151.1475983,train,NSW
,Lewisham Railway Tce Stairs,-33.8936359,151.1475441,train,NSW
,Lewisham West LR Hudson St Path,-33.89385044,151.1434623,train,NSW
,Lewisham West LR Smith St Path,-33.8937862,151.1433429,train,NSW
,Lidcombe Church St Path,-33.86353155,151.0450641,train,NSW
,Lidcombe Church St Lift,-33.86346008,151.0447924,train,NSW
,Lidcombe Railway St Stairs,-33.86386973,151.0446447,train,NSW
,Lidcombe Railway St Lift,-33.86386787,151.0446069,train,NSW
,Lidcombe Church St Stairs,-33.86338085,151.0445549,train,NSW
,Lidcombe Railway St Stairs,-33.863756,151.044279,train,NSW
,Lilyfield LR Catherine  St Ramp,-33.87419537,151.1648238,train,NSW
,Lilyfield LR Catherine  St Stairs,-33.87411594,151.1647681,train,NSW
,Linden Great Western Hwy Path,-33.71533075,150.5053218,train,NSW
,Linden Burke Rd Stairs,-33.71474436,150.5043663,train,NSW
,Lindfield Lindfield Ave Stairs,-33.77565442,151.1695097,train,NSW
,Lindfield Lindfield Ave Stairs,-33.77528844,151.1693856,train,NSW
,Lindfield Lindfield Ave Ramp,-33.77526721,151.1693706,train,NSW
,Lindfield Pacific Hwy Stairs,-33.77595464,151.1693,train,NSW
,Lindfield Lindfield Ave Stairs,-33.77508734,151.1692302,train,NSW
,Lindfield Pacific Hwy Ramp,-33.77573861,151.1691075,train,NSW
,Lindfield Pacific Hwy Stairs,-33.77570298,151.1690761,train,NSW
,Lisarow Pacific Hwy Stairs,-33.38218451,151.3701793,train,NSW
,Lisarow Pacific Hwy Path,-33.38219289,151.3701652,train,NSW
,Lisarow Railway Cres Stairs,-33.38207165,151.3700848,train,NSW
,Lisarow Railway Cres Path,-33.38205966,151.3700717,train,NSW
,Lithgow Main St Path,-33.48092585,150.156929,train,NSW
,Lithgow Railway Pde Path,-33.48051667,150.1567066,train,NSW
,Liverpool Moore St Path,-33.92314617,150.927698,train,NSW
,Liverpool Biggs St Lift,-33.92438493,150.9269976,train,NSW
,Liverpool Biggs St Stairs,-33.92430468,150.9269377,train,NSW
,Lochinvar Station Lane Ramp,-32.72048397,151.450531,train,NSW
,Lochinvar Station Lane Ramp,-32.72039462,151.4504811,train,NSW
,Loftus Pitt St Ramp,-34.04499976,151.0513888,train,NSW
,Loftus Loftus Ave Ramp,-34.04545425,151.0512098,train,NSW
,Lysaghts Recycling Rd Stairs,-34.4548118,150.8752141,train,NSW
,Macarthur Menangle  Rd Lift,-34.07249292,150.7974781,train,NSW
,Macarthur Menangle  Rd Lift,-34.07221782,150.7973884,train,NSW
,Macarthur Menangle  Rd Stairs,-34.07255383,150.7971598,train,NSW
,Macarthur Menangle  Rd Stairs,-34.0722662,150.7970753,train,NSW
,Macdonaldtown Burren St Stairs,-33.89679186,151.1853862,train,NSW
,Macquarie Fields Railway Pde Stairs,-33.98484292,150.8790781,train,NSW
,Macquarie Fields Railway Pde Ramp,-33.98496652,150.8789376,train,NSW
,Macquarie Park Lane Cove Rd Lift,-33.78544457,151.128497,train,NSW
,Macquarie Park Lane Cove Rd Escalators,-33.78536823,151.1284456,train,NSW
,Macquarie Park Lane Cove Rd Escalators,-33.78507899,151.1280042,train,NSW
,Macquarie Park Lane Cove Rd Lift,-33.78506256,151.1279791,train,NSW
,Macquarie University Herring Rd Lift,-33.77743582,151.1184713,train,NSW
,Macquarie University Herring Rd Escalators,-33.7774169,151.1184131,train,NSW
,Macquarie University Herring Rd Escalators,-33.77721132,151.1181043,train,NSW
,Macquarie University Herring Rd Lift,-33.77716806,151.1180933,train,NSW
,Maitland Station St Path,-32.73774765,151.552236,train,NSW
,Marayong Harvey Rd Stairs,-33.74622068,150.9003117,train,NSW
,Marayong Harvey Rd Lift,-33.74601717,150.9003098,train,NSW
,Marayong Railway Pde Stairs,-33.7462306,150.9000471,train,NSW
,Marayong Railway Pde Lift,-33.74602227,150.9000423,train,NSW
,Marion LR Marion St Path,-33.8839155,151.1449963,train,NSW
,Marrickville Station St Path,-33.9139756,151.153316,train,NSW
,Marrickville Illawarra Rd Stairs,-33.91375714,151.1532248,train,NSW
,Marrickville Illawarra Rd Lift,-33.91378174,151.1531819,train,NSW
,Marrickville Illawarra Rd Lift,-33.91383568,151.1531518,train,NSW
,Marrickville Illawarra Rd Stairs,-33.91386322,151.1531385,train,NSW
,Martin Place Macquarie St Stairs,-33.86796254,151.2116241,train,NSW
,Martin Place Phillip St Lift,-33.8677258,151.211419,train,NSW
,Martin Place Phillip St Stairs,-33.867961,151.2113556,train,NSW
,Martin Place Elizabeth St Stairs,-33.86770938,151.2108281,train,NSW
,Martin Place Elizabeth St Stairs,-33.86794917,151.2105119,train,NSW
,Martin Place Elizabeth St Stairs,-33.86773095,151.2102046,train,NSW
,Martins Creek Grace Ave Ramp,-32.55848164,151.618412,train,NSW
,Marulan Wollondilly St Path,-34.7095012,150.0056778,train,NSW
,Marulan Railway Pde Path,-34.70959939,150.0056691,train,NSW
,Mascot Bourke St Stairs,-33.92315955,151.1873924,train,NSW
,Mascot Bourke St Escalators,-33.92315812,151.1873628,train,NSW
,Mascot Bourke St Lift,-33.92336325,151.1873396,train,NSW
,Meadowbank Constitution Rd Lift,-33.81566979,151.0902245,train,NSW
,Meadowbank Constitution Rd Stairs,-33.81579505,151.0902088,train,NSW
,Meadowbank Bank St Lift,-33.81562759,151.0899398,train,NSW
,Meadowbank Bank St Ramp,-33.81555584,151.089916,train,NSW
,Medlow Bath Great Western Hwy Ramp,-33.67465401,150.2811412,train,NSW
,Medlow Bath Great Western Hwy Stairs,-33.67295305,150.2803919,train,NSW
,Menangle Stevens Rd Ramp,-34.12539404,150.7441804,train,NSW
,Menangle Stevens Rd Path,-34.12585573,150.7440669,train,NSW
,Menangle Park Racecourse Ave Ramp,-34.10338167,150.7450798,train,NSW
,Menangle Park Racecourse Rd Ramp,-34.10338507,150.7449509,train,NSW
,Merrylands Railway Tce Ramp,-33.83669532,150.9926698,train,NSW
,Merrylands Terminal Pl Ramp,-33.83631419,150.9926662,train,NSW
,Merrylands Railway Tce Stairs,-33.83680598,150.9925619,train,NSW
,Merrylands Railway Tce Lift,-33.83690608,150.9923757,train,NSW
,Merrylands Railway Tce Ramp,-33.83694829,150.992327,train,NSW
,Merrylands Terminal Pl Stairs,-33.83658243,150.9922814,train,NSW
,Merrylands Terminal Pl Lift,-33.83679089,150.992228,train,NSW
,Merrylands Terminal Pl Stairs,-33.83671583,150.9921634,train,NSW
,Merrylands Railway Tce Stairs,-33.83715442,150.992075,train,NSW
,Merrylands Terminal Pl Ramp,-33.83685144,150.9920152,train,NSW
,Merrylands Terminal Pl Stairs,-33.83705075,150.9918377,train,NSW
,Metford McCubbin  Cl Stairs,-32.76547854,151.6182929,train,NSW
,Metford McCubbin  Cl Lift,-32.76536099,151.6181329,train,NSW
,Milsons Point Ennis Rd Ramp,-33.84579562,151.212403,train,NSW
,Milsons Point Alfred St Path,-33.84594618,151.2117195,train,NSW
,Mindaribba Tocal Rd Ramp,-32.66835055,151.5845537,train,NSW
,Minnamurra North St Ramp,-34.62633044,150.8530098,train,NSW
,Minto Minto Rd Stairs,-34.02750455,150.8426006,train,NSW
,Minto Minto Rd Lift,-34.02764472,150.8425642,train,NSW
,Minto Minto Rd Ramp,-34.02776996,150.8425506,train,NSW
,Minto Somerset St Stairs,-34.02722065,150.8423272,train,NSW
,Minto Somerset St Lift,-34.0274664,150.842237,train,NSW
,Minto Somerset St Ramp,-34.02769333,150.8422318,train,NSW
,Miranda Kiora Rd Stairs,-34.036075,151.1019708,train,NSW
,Miranda Kiora Rd Ramp,-34.036075,151.1019708,train,NSW
,Mittagong Railway Pde Stairs,-34.4526389,150.4483852,train,NSW
,Mittagong Regent St Stairs,-34.45240354,150.4483624,train,NSW
,Morisset Macquarie St Lift,-33.10903664,151.4882907,train,NSW
,Morisset Macquarie St Ramp,-33.1090292,151.4882497,train,NSW
,Morisset Dora St Lift,-33.10883807,151.4881562,train,NSW
,Morisset Macquarie St Stairs,-33.10907961,151.4881539,train,NSW
,Morisset Dora St Stairs,-33.10893132,151.48806,train,NSW
,Morisset Dora St Ramp,-33.10895092,151.4878847,train,NSW
,Mortdale Coleborne Ave Lift,-33.97112283,151.0810841,train,NSW
,Mortdale Coleborne Ave Stairs,-33.97123984,151.081009,train,NSW
,Mortdale Cook Lane Lift,-33.97104094,151.0808798,train,NSW
,Mortdale Cook Lane Stairs,-33.97116587,151.0808093,train,NSW
,Moss Vale Argyle St Path,-34.54838916,150.372103,train,NSW
,Moss Vale Lackey Rd Path,-34.54759291,150.3718707,train,NSW
,Mount Colah Pacific Hwy Stairs,-33.67129214,151.1150982,train,NSW
,Mount Druitt North Pde Ramp,-33.76905662,150.8203218,train,NSW
,Mount Druitt North Pde Stairs,-33.76888448,150.8203141,train,NSW
,Mount Druitt North Pde Lift,-33.76903287,150.8201866,train,NSW
,Mount Druitt North Pde Stairs,-33.76940294,150.820177,train,NSW
,Mount Druitt Beames Ave Lift,-33.76977783,150.8201693,train,NSW
,Mount Druitt North Pde Lift,-33.76941054,150.8201425,train,NSW
,Mount Druitt Beames Ave Ramp,-33.7699575,150.8201085,train,NSW
,Mount Druitt Beames Ave Stairs,-33.76975925,150.819919,train,NSW
,Mount Druitt North Pde Lift,-33.76885586,150.8198575,train,NSW
,Mount Druitt North Pde Stairs,-33.76903298,150.8197793,train,NSW
,Mount Druitt North Pde Stairs,-33.76883389,150.8195934,train,NSW
,Mount Kurring-gai Harwood Ave Stairs,-33.65382765,151.1370126,train,NSW
,Mount Kurring-gai Harwood Ave Ramp,-33.65382377,151.1369886,train,NSW
,Mount Kurring-gai Pacific Hwy Ramp,-33.65376948,151.1365683,train,NSW
,Mount Victoria Patrick St Stairs,-33.5882678,150.257054,train,NSW
,Mount Victoria Station St Stairs,-33.58817529,150.256825,train,NSW
,Mulgrave Mulgrave Rd Ramp,-33.62649899,150.8298983,train,NSW
,Museum Elizabeth St Stairs,-33.87493423,151.2098618,train,NSW
,Museum Elizabeth St Escalators,-33.87691361,151.209825,train,NSW
,Museum Elizabeth St Stairs,-33.87652945,151.2098063,train,NSW
,Museum Elizabeth St Lift,-33.87659188,151.2097343,train,NSW
,Museum Elizabeth St Escalators,-33.87482734,151.209529,train,NSW
,Museum Liverpool St Escalators,-33.87671276,151.2092181,train,NSW
,Museum Liverpool St Stairs,-33.87669845,151.2091949,train,NSW
,Muswellbrook Market St Ramp,-32.26744191,150.890863,train,NSW
,Muswellbrook Market St Stairs,-32.26758584,150.8908038,train,NSW
,Muswellbrook Market St Stairs,-32.26742612,150.8904619,train,NSW
,Narara Goonak Pde Path,-33.39478142,151.3445536,train,NSW
,Narara Narara Valley Dr Stairs,-33.39459444,151.3444334,train,NSW
,Narara Narara Valley Dr Path,-33.39460601,151.3444151,train,NSW
,Narwee Hannans Rd Path,-33.9475007,151.0707991,train,NSW
,Narwee Hurst Pl Path,-33.94783139,151.0706442,train,NSW
,Newcastle Interchange Hannell St Path,-32.92412867,151.7598672,train,NSW
,Newcastle Interchange Hannell St Path,-32.92443205,151.7596352,train,NSW
,Newcastle Interchange Charles St Path,-32.9239171,151.7593884,train,NSW
,Newcastle Interchange Cooper St Path,-32.92445674,151.7589509,train,NSW
,Newtown King St Lift,-33.89794821,151.1788919,train,NSW
,Newtown King St Ramp,-33.89787696,151.1788814,train,NSW
,Niagara Park Kathleen Morreau Rd Stairs,-33.38322824,151.3545729,train,NSW
,Niagara Park Washington Ave Stairs,-33.3830702,151.3544041,train,NSW
,Normanhurst Denman Pde Path,-33.72090894,151.0971516,train,NSW
,Normanhurst Malsbury Rd Path,-33.72064788,151.0969021,train,NSW
,North Ryde Delhi Rd Lift,-33.79455215,151.1379256,train,NSW
,North Ryde Delhi Rd Escalators,-33.79451462,151.1379238,train,NSW
,North Strathfield Queen St Stairs,-33.85916251,151.0885013,train,NSW
,North Strathfield Hamilton St Ramp,-33.8597069,151.0882075,train,NSW
,North Sydney Blue St Path,-33.84102219,151.2074984,train,NSW
,North Sydney Blue St Path,-33.84100344,151.2073747,train,NSW
,North Wollongong Station St Stairs,-34.41235075,150.891562,train,NSW
,North Wollongong Station St Path,-34.41211824,150.8915599,train,NSW
,North Wollongong Station St Lift,-34.41211138,150.8915284,train,NSW
,North Wollongong Porter St Lift,-34.41208516,150.8913613,train,NSW
,North Wollongong Porter St Path,-34.41208744,150.8913264,train,NSW
,North Wollongong Porter St Stairs,-34.41230685,150.8912482,train,NSW
,Noth Strathfield Pomeroy St Ramp,-33.85755734,151.0873986,train,NSW
,Oak Flats Stanford Dr Ramp,-34.57198187,150.8206117,train,NSW
,Oak Flats Stanford Dr Stairs,-34.57188882,150.8204536,train,NSW
,Oak Flats Stanford Dr Ramp,-34.57173048,150.8202085,train,NSW
,Oatley Oatley Pde Lift,-33.98022837,151.0792926,train,NSW
,Oatley River Rd Stairs,-33.98000494,151.0789686,train,NSW
,Oatley Mulga Rd Lift,-33.980259,151.0787615,train,NSW
,Olympic Park Park St Path,-33.8461115,151.070683,train,NSW
,Olympic Park Dawn Fraser Ave Path,-33.84647873,151.0702876,train,NSW
,Olympic Park Murray Rose Ave Path,-33.84608649,151.0700814,train,NSW
,Olympic Park Dawn Fraser Ave Path,-33.84656636,151.0700461,train,NSW
,Olympic Park Murray Rose Ave Stairs,-33.84617394,151.0698287,train,NSW
,Olympic Park Dawn Fraser Ave Stairs,-33.84670627,151.0695564,train,NSW
,Olympic Park Murray Rose Ave Ramp,-33.84634363,151.0694956,train,NSW
,Olympic Park Dawn Fraser Ave Path,-33.84678557,151.0694563,train,NSW
,Olympic Park Murray Rose Ave Stairs,-33.84639347,151.0693911,train,NSW
,Olympic Park Murray Rose Ave Lift,-33.84639439,151.0692489,train,NSW
,Olympic Park Dawn Fraser Ave Path,-33.84686907,151.0692157,train,NSW
,Olympic Park Murray Rose Ave Stairs,-33.84647994,151.0690066,train,NSW
,Olympic Park Showground Rd Path,-33.84698401,151.0682717,train,NSW
,Otford Lady Carrington  Rd Stairs,-34.21052602,151.0059083,train,NSW
,Otford Lady Carrington  Rd Ramp,-34.21072283,151.0055213,train,NSW
,Otford Station Rd Stairs,-34.21109272,151.0055047,train,NSW
,Ourimbah Mill St Stairs,-33.35965695,151.3702768,train,NSW
,Ourimbah Mill St Ramp,-33.35955493,151.3701089,train,NSW
,Ourimbah Station St Path,-33.35969505,151.3697508,train,NSW
,Ourimbah Station St Path,-33.35937321,151.3697352,train,NSW
,Paddy's Markets Hay St Path,-33.87925467,151.2027407,train,NSW
,Paddy's Markets Hay St Path,-33.87933704,151.2026206,train,NSW
,Padstow Banks St Path,-33.95168459,151.0323447,train,NSW
,Padstow Howard Rd Ramp,-33.9520945,151.0320242,train,NSW
,Padstow Memorial Dr Ramp,-33.95176466,151.0319792,train,NSW
,Padstow Memorial Dr Path,-33.95200543,151.0319661,train,NSW
,Padstow Memorial Dr Stairs,-33.95170664,151.0319304,train,NSW
,Panania Anderson Ave Ramp,-33.95413352,150.9982975,train,NSW
,Panania Weston St Ramp,-33.95440402,150.998267,train,NSW
,Parramatta Station St Stairs,-33.8178785,151.0063215,train,NSW
,Parramatta Liverpool-Parramatta T-way Lift,-33.81823772,151.0059293,train,NSW
,Parramatta Liverpool-Parramatta T-way Stairs,-33.81819896,151.0058847,train,NSW
,Parramatta Liverpool-Parramatta T-way Stairs,-33.81753109,151.005003,train,NSW
,Parramatta Darcy St Lift,-33.81707893,151.0049168,train,NSW
,Parramatta Liverpool-Parramatta T-way Lift,-33.81737628,151.0046956,train,NSW
,Parramatta Darcy St Stairs,-33.81698089,151.0046804,train,NSW
,Parramatta Liverpool-Parramatta T-way Escalators,-33.81757268,151.0045096,train,NSW
,Parramatta Liverpool-Parramatta T-way Stairs,-33.8172046,151.0044433,train,NSW
,Paterson Main St Stairs,-32.60237058,151.6147645,train,NSW
,Pendle Hill Wentworth Ave Ramp,-33.80167682,150.9570035,train,NSW
,Pendle Hill Wentworth Ave Stairs,-33.80127175,150.956549,train,NSW
,Pendle Hill Joyce St Ramp,-33.80135205,150.9559293,train,NSW
,Pendle Hill Joyce St Path,-33.80130891,150.9558506,train,NSW
,Pennant Hills Railway St Stairs,-33.7379301,151.0727775,train,NSW
,Pennant Hills Railway St Lift,-33.73795586,151.0726265,train,NSW
,Pennant Hills Yarrara Rd Path,-33.73771583,151.0726063,train,NSW
,Pennant Hills Yarrara Rd Stairs,-33.73772306,151.0725732,train,NSW
,Pennant Hills Railway St Ramp,-33.73816108,151.0725647,train,NSW
,Pennant Hills Yarrara Rd Lift,-33.73786579,151.0724987,train,NSW
,Penrith Combewood Ave Stairs,-33.74985862,150.6965761,train,NSW
,Penrith Combewood Ave Lift,-33.74985115,150.6965045,train,NSW
,Penrith Jane St Stairs,-33.75029054,150.6964713,train,NSW
,Penrith Jane St Lift,-33.75028162,150.6964333,train,NSW
,Penrith Jane St Stairs,-33.75018886,150.6961967,train,NSW
,Penrose Penrose Rd Path,-34.67230549,150.2122744,train,NSW
,Penrose Kareela Rd Path,-34.6721605,150.212086,train,NSW
,Penshurst Bridge Rd Stairs,-33.96608121,151.0888374,train,NSW
,Penshurst Laycock Rd Ramp,-33.96633248,151.088801,train,NSW
,Penshurst Laycock Rd Stairs,-33.96631991,151.0887138,train,NSW
,Penshurst Bridge Rd Lift,-33.96609707,151.0886682,train,NSW
,Petersham Trafalgar St Stairs,-33.89402275,151.1557675,train,NSW
,Petersham Terminus St Stairs,-33.8936064,151.1555418,train,NSW
,Picton Prince St Stairs,-34.17964863,150.612881,train,NSW
,Picton Station St Stairs,-34.17927875,150.6127309,train,NSW
,Picton Prince St Stairs,-34.17968277,150.6127042,train,NSW
,Picton Station St Lift,-34.17921166,150.6126647,train,NSW
,Point Clare Kurrawa Ave Stairs,-33.44630072,151.3285267,train,NSW
,Point Clare Brisbane Water Dr Stairs,-33.44618258,151.3282641,train,NSW
,Point Clare Brisbane Water Dr Ramp,-33.44621399,151.3282199,train,NSW
,Port Kembla Old Port Rd Ramp,-34.47718852,150.9028567,train,NSW
,Port Kembla North Flinders St Stairs,-34.47297995,150.8873269,train,NSW
,Port Kembla North Flinders St Stairs,-34.47312925,150.8870415,train,NSW
,Punchbowl Punchbowl Rd Stairs,-33.92525226,151.0555798,train,NSW
,Punchbowl The Boulevarde  Stairs,-33.92556758,151.0555716,train,NSW
,Pymble Grandview St Stairs,-33.74463831,151.1422732,train,NSW
,Pymble Pacific Hwy Stairs,-33.74498339,151.1421989,train,NSW
,Pyrmont Bay LR Murray St Path,-33.869535,151.197707,train,NSW
,Quakers Hill Pearce Rd Lift,-33.72731055,150.886272,train,NSW
,Quakers Hill Pearce Rd Stairs,-33.72721559,150.8862174,train,NSW
,Quakers Hill Railway Pde Lift,-33.72743142,150.8860389,train,NSW
,Quakers Hill Railway Pde Stairs,-33.72721417,150.8858872,train,NSW
,Redfern Gibbons St Path,-33.8920298,151.1995113,train,NSW
,Redfern Lawson St Path,-33.891563,151.198824,train,NSW
,Redfern Marian St Stairs,-33.89270463,151.1981812,train,NSW
,Regents Park Amy St Path,-33.8833513,151.0241784,train,NSW
,Regents Park Park Rd Stairs,-33.88311577,151.0237932,train,NSW
,Regents Park Park Rd Ramp,-33.88324672,151.0237008,train,NSW
,Revesby Blamey St Stairs,-33.95270727,151.0154862,train,NSW
,Revesby Marco Ave Lift,-33.95235886,151.0153198,train,NSW
,Revesby Marco Ave Stairs,-33.95231174,151.0152774,train,NSW
,Revesby Blamey St Lift,-33.95273626,151.0152327,train,NSW
,Rhodes Blaxland Rd Stairs,-33.83067679,151.0872367,train,NSW
,Rhodes Blaxland Rd Lift,-33.83064963,151.0872234,train,NSW
,Rhodes Walker St Lift,-33.83045691,151.0868768,train,NSW
,Rhodes Walker St Stairs,-33.83064015,151.0868216,train,NSW
,Richmond E Market St Stairs,-33.59877109,150.7523098,train,NSW
,Richmond E Market St Ramp,-33.5988545,150.7522539,train,NSW
,Riverstone Garfield Rd W Path,-33.67976814,150.860729,train,NSW
,Riverstone Garfield Rd W Path,-33.67985685,150.8605208,train,NSW
,Riverstone Riverstone Pde Path,-33.67905167,150.8604401,train,NSW
,Riverwood Belmore Rd Path,-33.9514708,151.0525622,train,NSW
,Riverwood Belmore Rd Stairs,-33.95160087,151.0525497,train,NSW
,Rockdale Geeves Lane Stairs,-33.9523035,151.1369871,train,NSW
,Rockdale Geeves Lane Lift,-33.95248742,151.1368614,train,NSW
,Rockdale Geeves Lane Stairs,-33.95258099,151.1368441,train,NSW
,Rockdale Railway St Ramp,-33.95191037,151.1364413,train,NSW
,Rockdale Railway St Stairs,-33.95221004,151.1362805,train,NSW
,Rooty Hill Beames Ave Stairs,-33.77188219,150.8444618,train,NSW
,Rooty Hill North  Pde Stairs,-33.7714864,150.8442846,train,NSW
,Rooty Hill Beames Ave Ramp,-33.77201339,150.844247,train,NSW
,Rooty Hill Rooty Hill North Rd Ramp,-33.77124814,150.8438721,train,NSW
,Rosehill James Ruse Dr Stairs,-33.82303843,151.0222311,train,NSW
,Rosehill James Ruse Dr Stairs,-33.82322002,151.0222102,train,NSW
,Rosehill James Ruse Dr Ramp,-33.82308432,151.0218152,train,NSW
,Roseville Hill St Ramp,-33.78434859,151.1778664,train,NSW
,Roseville Pacific Hwy Ramp,-33.7846798,151.177749,train,NSW
,Rozelle Bay LR Bayview Cres Ramp,-33.87185725,151.1729488,train,NSW
,Rozelle Bay LR Bayview Cres Ramp,-33.8719533,151.1729143,train,NSW
,Rozelle Bay LR The Crescent  Stairs,-33.8717488,151.1728699,train,NSW
,Rydalmere Brodie St Path,-33.81015641,151.0294797,train,NSW
,Sandgate Astra St Stairs,-32.87279417,151.7028016,train,NSW
,Scarborough Railway Ave Stairs,-34.2656783,150.9654965,train,NSW
,Scarborough Railway Ave Stairs,-34.26551615,150.9651941,train,NSW
,Schofields Railway Tce Path,-33.70483553,150.8742383,train,NSW
,Schofields Railway Tce Lift,-33.7044383,150.8740174,train,NSW
,Schofields Railway Tce Stairs,-33.70418713,150.8739328,train,NSW
,Schofields Bridge St Lift,-33.70454498,150.8736108,train,NSW
,Schofields Bridge St Stairs,-33.7043178,150.8735269,train,NSW
,Scone Susan St Path,-32.04670656,150.8670728,train,NSW
,Sefton Helen St Lift,-33.88516272,151.0118417,train,NSW
,Sefton Wellington Rd Lift,-33.88549648,151.0117978,train,NSW
,Sefton Helen St Stairs,-33.88516069,151.0116714,train,NSW
,Sefton Wellington Rd Stairs,-33.88543207,151.0116221,train,NSW
