stop_id,stop_name,stop_lat,stop_lon,mode,state_code
,Queen Street Bus Station - Platform B1 ,-27.397857,153.058614,bus,VIC
,Queen Street Bus Station - Platform B2 ,-27.430588,153.018386,bus,VIC
301791,Queen Street Bus Station - Platform B3 ,-27.429912,153.018504,bus,VIC
302004,Queen Street Bus Station - Platform B4 ,-27.430747,153.017756,bus,VIC
302009,"Goggs Road"""""""" Goggs Road ",-27.432729,153.017527,bus,VIC
,Queen Street Bus Station - Platform B5 ,-27.433148,153.017594,bus,VIC
302007,Stanley Street - 2 ,-27.434903,153.017133,bus,VIC
302006,Suncorp Stadium ,-27.435621,153.017151,bus,VIC
301111,City Sights Stop Stanley Street ,-27.43117,153.031759,bus,VIC
301278,Derby Street - 45 ,-27.433018,153.032041,bus,VIC
301279,Upper Roma Street - 3 ,-27.435617,153.031572,bus,VIC
301110,Light Street - 7 ,-27.434761,153.03153,bus,VIC
301799,GREY / SOUTH BRISBANE RAILWAY STATION ,-27.442012,153.026704,bus,VIC
301800,Quandeine Street - 34 ,-27.442173,153.027838,bus,VIC
,Grand Avenue Cascade ,-27.442435,153.029722,bus,VIC
,Grand Ave Cascade ,-27.442277,153.027661,bus,VIC
,Benton Street - 67 ,-27.436725,153.021869,bus,VIC
301804,St Ledger - 29 ,-27.441158,153.025494,bus,VIC
,Victory Street ,-27.439668,153.026226,bus,VIC
301798,Lilley Street - 34 ,-27.439605,153.026416,bus,VIC
301806,Lilley Street - 34 ,-27.438009,153.026962,bus,VIC
301797,Grey St ,-27.438047,153.027101,bus,VIC
301807,Norris Rd at Barbour Rd - u/n ,-27.437266,153.024783,bus,VIC
301796,Norris Rd app Barbour Rd - u/n ,-27.437115,153.024621,bus,VIC
301795,Wallace Street ,-27.436641,153.022915,bus,VIC
301813,Victory Street ,-27.436483,153.022795,bus,VIC
301808,Wren Street - 25 ,-27.436936,153.022453,bus,VIC
301809,Montague Road - 3A ,-27.43657,153.01987,bus,VIC
301810,Montague Road - 4 ,-27.43635,153.018323,bus,VIC
301811,Montague Road - 4 ,-27.436344,153.019187,bus,VIC
,Montague Road - 5 ,-27.442075,153.030266,bus,VIC
,Montague Road - 5 ,-27.439183,153.030747,bus,VIC
301109,Montague Road - 6 ,-27.437317,153.031058,bus,VIC
,Mollison Street - 6 ,-27.43848,153.031084,bus,VIC
,Donkin Street - 7 ,-27.438477,153.03106,bus,VIC
,Donkin Street - 7 ,-27.4437,153.030125,bus,VIC
,Davies Park - 8 ,-27.44208,153.026313,bus,VIC
,Davies Park - 8 ,-27.445055,153.022567,bus,VIC
,Ashington Street - 9 ,-27.444926,153.022582,bus,VIC
,Ashington Street - 9 ,-27.44519,153.02089,bus,VIC
,Montague Road - 10 ,-27.444783,153.020471,bus,VIC
,Montague Road - 10 ,-27.444683,153.019238,bus,VIC
302885,Gray Rd - 13 ,-27.444531,153.018548,bus,VIC
302888,Gray Rd - 13 ,-27.445724,153.023007,bus,VIC
,Cordeaux Street - 30/14 ,-27.446212,153.022918,bus,VIC
302889,Windmill Cafe ,-27.44708,153.02387,bus,VIC
302899,Ashington Street - 9A ,-27.447165,153.023749,bus,VIC
302890,Jane St - 10 ,-27.44785,153.024563,bus,VIC
302898,Hardgrave Road - 9C ,-27.447932,153.024447,bus,VIC
,West End School - 9 ,-27.449183,153.023453,bus,VIC
,West End School - 9 ,-27.449501,153.024986,bus,VIC
300409,Cambridge Street - 8 ,-27.319609,153.042865,bus,VIC
,Cambridge Street - 8 ,-27.449562,153.024446,bus,VIC
,West End - 7 ,-27.445503,153.026878,bus,VIC
307476,West End - 7 ,-27.319484,153.042891,bus,VIC
307475,Gem Rd far-side of Wyndarra St ,-27.320839,153.048455,bus,VIC
,Federation Park ,-27.449642,153.02618,bus,VIC
,Federation Park ,-27.449775,153.026226,bus,VIC
,Federation ,-27.449099,153.028972,bus,VIC
,Jane Street - 6 ,-27.446715,153.029416,bus,VIC
,Hail and Ride Stop Jane Street ,-27.44673,153.029413,bus,VIC
,Federation St ,-27.445567,153.029808,bus,VIC
,Jane Street - 6 ,-27.445398,153.029643,bus,VIC
,West End Junction - 5 ,-27.447513,153.029464,bus,VIC
,West End Junction - 5 ,-27.447203,153.029296,bus,VIC
,Manning Street - 4 ,-27.447239,153.029539,bus,VIC
,Cordelia Street - 3 ,-27.415423,153.035279,bus,VIC
,Cordelia Street - 3 ,-27.451821,153.030449,bus,VIC
,Manning Street - 4 ,-27.45213,153.031822,bus,VIC
,Browning Street - 5 ,-27.453004,153.028491,bus,VIC
306458,Browning Street - 5 ,-27.455073,153.026743,bus,VIC
306459,Russell Street - 6 ,-27.45599,153.026255,bus,VIC
,Russell Street - 6 ,-27.426778,153.032896,bus,VIC
306460,Besant Street - 7 ,-27.457995,153.023848,bus,VIC
306461,Besant Street - 7 ,-27.458803,153.021193,bus,VIC
306462,State High - 8 ,-27.459306,153.019765,bus,VIC
306451,State High - 8 ,-27.459498,153.019158,bus,VIC
,"Forest Lake Shops"""""""" Forest Lake Boulevard ",-27.426825,153.032966,bus,VIC
306452,Redhead St - District Route Stop ,-27.45857,153.021615,bus,VIC
,Pine St Richlands - ghost stop ,-27.457998,153.023617,bus,VIC
,Vulture Street -13 ,-27.456696,153.024543,bus,VIC
,Richlands Depot ,-27.441111,153.031096,bus,VIC
306455,Mollison Street - 5 ,-27.455873,153.025521,bus,VIC
,Vulture Street - 4 ,-27.45424,153.026775,bus,VIC
301283,Cordelia Street - 4 ,-27.45213,153.028817,bus,VIC
301282,Brisbane State High - 3 ,-27.45228,153.029062,bus,VIC
,Musgrave Park - 2A ,-27.581496,153.125054,bus,VIC
,ERNEST / VULTURE ,-27.441232,153.031287,bus,VIC
306474,Kennedy Street - 11 ,-27.4603,153.021201,bus,VIC
,Rosslyn Street - 12/15 ,-27.4606,153.023211,bus,VIC
,Withington Street - 16 ,-27.460821,153.03166,bus,VIC
305299,Didsbury Street - 17 ,-27.530736,153.059468,bus,VIC
,Didsbury Street - 17 ,-27.459605,153.031438,bus,VIC
305302,Longlands Street - 16 ,-27.532589,153.066374,bus,VIC
,Fisher Street - 15/11 ,-27.534052,153.061904,bus,VIC
305306,Stanley Street East - 10 ,-27.533225,153.065603,bus,VIC
,Glenfield Street - 25 ,-27.461249,153.032163,bus,VIC
305301,Ryan Street - 26 ,-27.533982,153.064133,bus,VIC
305307,Ryan Street - 27 ,-27.534159,153.064096,bus,VIC
,Ryan Street - 28 ,-27.459585,153.019086,bus,VIC
306530,Morry Street - 29 ,-27.45379,153.029519,bus,VIC
306529,GRAY / ROUNDABOUT ,-27.454553,153.029883,bus,VIC
,Yumba - 14 ,-27.497701,153.039757,bus,VIC
,West End Ferry - 15 ,-27.497592,153.039883,bus,VIC
,Morry Street - 15A ,-27.456556,153.032306,bus,VIC
,Leitch Lane - 13/19 ,-27.443008,153.058645,bus,VIC
306528,Ganges Street - 13 ,-27.455453,153.031024,bus,VIC
,Hill End - 12 ,-27.455107,153.028976,bus,VIC
306304,Why Not Street - 11 ,-27.497084,153.036395,bus,VIC
,Rialto - 10 ,-27.497195,153.036264,bus,VIC
,Rialto - 10 ,-27.46257,153.023693,bus,VIC
306470,Why Not Street - 11 ,-27.462405,153.023616,bus,VIC
,Hill End - 12 ,-27.462119,153.02179,bus,VIC
306469,Doris Street - 17 ,-27.461996,153.022063,bus,VIC
306479,Katrine Street - 18 ,-27.461784,153.020232,bus,VIC
306468,Beaumont - 19 ,-27.461688,153.020352,bus,VIC
306481,Sankey Street - 20 ,-27.461288,153.018864,bus,VIC
,Sankey Street - 20 ,-27.464379,153.01958,bus,VIC
,St James Street - 21 ,-27.462358,153.024257,bus,VIC
,Paradise Street - 22 ,-27.455752,153.049857,bus,VIC
,Katrine Street - 18 ,-27.455671,153.049993,bus,VIC
,Doris Street - 17 ,-27.458773,153.049978,bus,VIC
,Athens Street - 23 ,-27.45778,153.050108,bus,VIC
300970,Boundary Street - 24 ,-27.459596,153.044127,bus,VIC
,Orleigh St - CityGlider terminus ,-27.459417,153.043415,bus,VIC
300940,Morris Street - 10 ,-27.456849,153.043974,bus,VIC
,Dorchester Street - 8 ,-27.458191,153.045345,bus,VIC
300956,Dorchester Street - 8 ,-27.45789,153.04548,bus,VIC
300955,Morris Street - 10 ,-27.456507,153.043941,bus,VIC
300971,Dornoch Terrace - 11 ,-27.458639,153.042215,bus,VIC
,Dornoch Terrace - 11 ,-27.460659,153.045005,bus,VIC
300449,Beaconsfield Street - 12 ,-27.572177,153.019109,bus,VIC
,Ampthill Street - 13 ,-27.572074,153.019154,bus,VIC
,Ampthill Street - 13 ,-27.4666,153.046597,bus,VIC
,Wahcumba Street - 14 ,-27.465197,153.047968,bus,VIC
,Wahcumba Street - 14 ,-27.465318,153.048038,bus,VIC
,Pope Street - 15 ,-27.466971,153.046418,bus,VIC
,Pope Street - 15 ,-27.467366,153.046305,bus,VIC
,Peter Doherty St Holding Stand ,-27.466057,153.044599,bus,VIC
,Dutton Park - 16 ,-27.465953,153.044681,bus,VIC
,Dutton Park - 16 ,-27.464659,153.042801,bus,VIC
,Gair Park - 17 ,-27.463592,153.041428,bus,VIC
,Gair Park - 17 ,-27.462646,153.040214,bus,VIC
,Cemetery - 18/12 ,-27.461383,153.0386,bus,VIC
,Cemetery - 13/18 ,-27.460544,153.037533,bus,VIC
,Dutton Park - 17/12 ,-27.459743,153.036726,bus,VIC
300991,Dutton Park - 11/17 ,-27.461257,153.038654,bus,VIC
,Boggo Road - 11 ,-27.462401,153.040113,bus,VIC
300993,Dutton Park Primary - 10 ,-27.463855,153.041983,bus,VIC
301021,Dutton Park Primary - 10 ,-27.465204,153.042046,bus,VIC
301022,Tillot St - 9 ,-27.466771,153.041111,bus,VIC
301028,Tillot Street - 9 ,-27.466399,153.040864,bus,VIC
301029,Stephens Rd - 8 ,-27.46497,153.042122,bus,VIC
,St Laurence College - 7 ,-27.461028,153.045975,bus,VIC
,Prospect Tce - 7A ,-27.460317,153.047451,bus,VIC
300958,Somerville House - 5 ,-27.460278,153.047584,bus,VIC
,Somerville House - 5 ,-27.458927,153.045263,bus,VIC
